Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_994,,major facilitator superfamily protein,360,128,49,0,88.0195599,0,0,1.44E-06,0.008428231,7.09E-06,1,0,1,1,1
group_622,cysK,cysteine synthase A,49,0,360,128,11.9804401,100,inf,1.44E-06,0.008428231,7.09E-06,1,1,0,1,1
group_782,,putative sugar transferase,49,0,360,128,11.9804401,100,inf,1.44E-06,0.008428231,7.09E-06,1,1,0,1,1
group_70,,hypothetical protein (617 family),49,0,360,128,11.9804401,100,inf,1.44E-06,0.008428231,7.09E-06,1,1,0,1,1
group_929,,putative sugar transferase,49,0,360,128,11.9804401,100,inf,1.44E-06,0.008428231,7.09E-06,1,1,0,1,1
group_3129,,hypothetical protein,49,0,360,128,11.9804401,100,inf,1.44E-06,0.008428231,7.09E-06,1,1,0,1,1
group_4078,,hypothetical protein,49,0,360,128,11.9804401,100,inf,1.44E-06,0.008428231,7.09E-06,1,1,0,1,1
group_1048,,putative lipoprotein,0,9,409,119,0,92.96875,0,1.99E-06,0.011681384,9.78E-06,1,0,1,1,1
group_187,cipA_1,Invasion phenotype protein,0,9,409,119,0,92.96875,0,1.99E-06,0.011681384,9.78E-06,1,0,1,1,1
group_1657,,hypothetical protein (617 family),0,9,409,119,0,92.96875,0,1.99E-06,0.011681384,9.78E-06,1,0,1,1,1
group_1708,,hypothetical protein,0,9,409,119,0,92.96875,0,1.99E-06,0.011681384,9.78E-06,1,0,1,1,1
group_429,,Putative uncharacterized protein,0,9,409,119,0,92.96875,0,1.99E-06,0.011681384,9.78E-06,1,0,1,1,1
group_106,,hypothetical protein,83,5,326,123,20.29339853,96.09375,6.263190184,2.00E-06,0.011751975,9.83E-06,1,1,1,1,1
group_1036,,putative permease,47,0,362,128,11.49144254,100,inf,2.43E-06,0.014253294,1.19E-05,1,1,0,1,1
moeA2,,"Molybdopterin biosynthesis MoeA protein, putative",363,128,46,0,88.75305623,0,0,2.48E-06,0.014510085,1.21E-05,1,0,1,1,1
group_3485,,"transcriptional regulator, putative",46,0,363,128,11.24694377,100,inf,2.48E-06,0.014510085,1.21E-05,1,1,0,1,1
group_1935,,integral membrane protein,46,0,363,128,11.24694377,100,inf,2.48E-06,0.014510085,1.21E-05,1,1,0,1,1
group_901,,hypothetical protein,46,0,363,128,11.24694377,100,inf,2.48E-06,0.014510085,1.21E-05,1,1,0,1,1
group_154,,Putative outer-membrane protein,46,0,363,128,11.24694377,100,inf,2.48E-06,0.014510085,1.21E-05,1,1,0,1,1
group_2362,,hypothetical protein,46,0,363,128,11.24694377,100,inf,2.48E-06,0.014510085,1.21E-05,1,1,0,1,1
group_856,,MmgE/PrpD family protein,46,0,363,128,11.24694377,100,inf,2.48E-06,0.014510085,1.21E-05,1,1,0,1,1
group_4106,moeA2,"Molybdopterin biosynthesis MoeA protein, putative",46,0,363,128,11.24694377,100,inf,2.48E-06,0.014510085,1.21E-05,1,1,0,1,1
group_180,maf-5,hypothetical protein,109,10,300,118,26.65036675,92.1875,4.287333333,2.48E-06,0.014540814,1.21E-05,1,1,1,1,1
group_64,,hypothetical protein (617 family),97,8,312,120,23.71638142,93.75,4.663461538,3.19E-06,0.018673332,1.55E-05,1,1,1,1,1
astA_1,,Arylsulfotransferase,63,2,346,126,15.40342298,98.4375,11.47109827,3.21E-06,0.018803989,1.56E-05,1,1,1,1,1
ciaB,,CiaB protein,354,127,55,1,86.55256724,0.78125,0.050680029,3.31E-06,0.019375266,1.60E-05,1,1,1,1,1
group_1481,,hypothetical protein,354,127,55,1,86.55256724,0.78125,0.050680029,3.31E-06,0.019375266,1.60E-05,1,1,1,1,1
group_1482,,hypothetical protein,55,1,354,127,13.44743276,99.21875,19.73163842,3.31E-06,0.019375266,1.60E-05,1,1,1,1,1
group_1197,,hypothetical protein,55,1,354,127,13.44743276,99.21875,19.73163842,3.31E-06,0.019375266,1.60E-05,1,1,1,1,1
group_281,,MCP-domain signal transduction protein,355,127,54,1,86.79706601,0.78125,0.051764363,3.39E-06,0.019857541,1.64E-05,1,1,1,1,1
group_454,,putative periplasmic protein,355,127,54,1,86.79706601,0.78125,0.051764363,3.39E-06,0.019857541,1.64E-05,1,1,1,1,1
group_2215,,putative H-T-H containing protein,364,128,45,0,88.99755501,0,0,4.13E-06,0.024216189,1.98E-05,1,0,1,1,1
group_1183,,hypothetical protein,45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_2909,,"Putative fructose-1,6-bisphosphatase",45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_2923,,Putative periplasmic protein,45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_1186,,"type I restriction-modification system, M subunit",45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_3052,,Hypothetical protein,45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_3720,,cytochrome bd oxidase subunit II,45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_1060,,hypothetical protein,45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_759,,Putative periplasmic protein,45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_3436,,hypothetical protein,45,0,364,128,11.00244499,100,inf,4.13E-06,0.024216189,1.98E-05,1,1,0,1,1
group_703,,hypothetical protein,355,87,54,41,86.79706601,32.03125,3.098126862,4.20E-06,0.024619885,2.01E-05,1,1,1,1,1
group_1062,,"Adhesive protein CupB5, putative",355,87,54,41,86.79706601,32.03125,3.098126862,4.20E-06,0.024619885,2.01E-05,1,1,1,1,1
group_274,,"arylsulfate sulfotransferase, degenerate",340,125,69,3,83.12958435,2.34375,0.11826087,4.37E-06,0.025617917,2.09E-05,1,1,1,1,1
group_455,,putative periplasmic protein,53,1,356,127,12.95843521,99.21875,18.90730337,5.56E-06,0.032579775,2.65E-05,1,1,1,1,1
group_1698,,putative sugar transferase,53,1,356,127,12.95843521,99.21875,18.90730337,5.56E-06,0.032579775,2.65E-05,1,1,1,1,1
group_1086,,Putative uncharacterized protein,366,128,43,0,89.48655257,0,0,7.05E-06,0.041330849,3.30E-05,1,0,1,1,1
group_1879,,Putative uncharacterized protein,366,128,43,0,89.48655257,0,0,7.05E-06,0.041330849,3.30E-05,1,0,1,1,1
group_1532,,Putative transcriptional regulator,366,128,43,0,89.48655257,0,0,7.05E-06,0.041330849,3.30E-05,1,0,1,1,1
group_466,carB_2,"Carbamoyl-phosphate synthase, large subunit",43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_1932,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_2145,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
mboIR_1,,Type-2 restriction enzyme MboI,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_2873,,Multi-drug resistance protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_2889,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_2896,,Putative oxidoreductase subunit,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_3326,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_3346,,"membrane protein, putative",43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_3347,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_601,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_663,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_465,carB_2,putative MCP-domain signal transduction protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_122,,Putative periplasmic protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_3756,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_3758,,methyl-accepting chemotaxis protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_3061,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_4139,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
kdpD,,truncated KdpD protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_1633,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_3060,,hypothetical protein,43,0,366,128,10.51344743,100,inf,7.05E-06,0.041330849,3.30E-05,1,1,0,1,1
group_178,flaA,flagellin B,67,3,342,125,16.38141809,97.65625,8.162768031,7.15E-06,0.041908065,3.34E-05,1,1,1,1,1
group_1943,,hypothetical protein,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_1244,,"putative prophage LambdaCh01, recombination protein Bet",44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_1087,,Putative uncharacterized protein,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_550,,temperature stress-induced lipocalin,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_3043,,type I restriction modification DNA specificity domain protein,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_3698,pta,phosphate acetyltransferase,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_3699,,hypothetical protein,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_3700,ackA,acetate kinase,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_3705,dsbA_2,"Thiol:disulfide interchange protein DsbA, putative",44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_3706,,hypothetical protein,44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_3721,,"Non-heme iron protein, hemerythrin family",44,0,365,128,10.75794621,100,inf,7.62E-06,0.044697085,3.53E-05,1,1,0,1,1
group_1556,,SuhB-like protein,365,128,44,0,89.24205379,0,0,7.62E-06,0.044697085,3.53E-05,1,0,1,1,1
ldh,,L-lactate dehydrogenase,365,128,44,0,89.24205379,0,0,7.62E-06,0.044697085,3.53E-05,1,0,1,1,1
kpsC,,capsule polysaccharide modification protein,409,120,0,8,100,6.25,inf,8.78E-06,0.051495433,4.02E-05,1,1,0,1,1
group_124,,Putative uncharacterized protein,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_2513,,hypothetical protein,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_2515,,Capsular polysaccharide biosynthesis heptosyltransferase HddD,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_3144,,"capsular polysaccharide biosynthesis protein, putative",0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_3145,,"capsular polysaccharide biosynthesis protein, putative",0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5073,,mannosyltransferase,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5074,,"glycosyl transferase, group 1",0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5075,,"capsular polysaccharide biosynthesis protein, putative",0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5076,fcl,GDP-L-fucose synthetase,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5077,,haloacid dehalogenase-like hydrolase domain/phosphoribulokinase domain protein,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5078,,"capsular polysaccharide biosynthesis protein, putative",0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5079,,"capsular polysaccharide biosynthesis protein, putative",0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5080,porA,major outer membrane protein,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_5085,kpsC,capsule polysaccharide export protein KpsC,0,8,409,120,0,93.75,0,8.78E-06,0.051495433,4.02E-05,1,0,1,1,1
group_276,astA_2,Arylsulfotransferase,51,1,358,127,12.46943765,99.21875,18.09217877,9.35E-06,0.054818145,4.28E-05,1,1,1,1,1
traN,,Mating pair stabilization protein TraN,52,1,357,127,12.71393643,99.21875,18.49859944,9.96E-06,0.0583828,4.55E-05,1,1,1,1,1
group_1420,,"host-nuclease inhibitor protein Gam, putative",62,43,347,85,15.15892421,66.40625,0.353193486,1.14E-05,0.067002358,5.22E-05,1,1,1,1,1
group_814,,putative protein,368,128,41,0,89.97555012,0,0,1.21E-05,0.070848625,5.33E-05,1,0,1,1,1
group_2067,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
purB-2,,adenylosuccinate lyase,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_2340,,"prophage MuSo1, F protein, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_738,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
dns_2,,extracellular deoxyribonuclease,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_2504,,Phage portal protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3125,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3126,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3127,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3130,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3131,,"toxin-antitoxin protein, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3907,,"DNA-binding protein, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3908,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4070,,"site-specific recombinase, phage integrase family",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4071,,"DNA binding protein, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4072,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4075,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4079,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4080,,DNA-binding protein Roi,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4081,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4082,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4090,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4091,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4092,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4093,,"phage head-tail adaptor, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4094,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4095,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4096,,"Major capsid protein, HK97 family",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4097,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4098,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4099,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4100,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4101,,"DNA repair protein rad2, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4102,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4103,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4104,,"phage protein, HK97 gp10 family",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4109,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4110,,HNH endonuclease domain protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4111,,"phage terminase, small subunit, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_4112,,"phage terminase, large subunit, putative",41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_583,,Inosine-uridine preferring nucleoside hydrolase,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_1061,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
tarK,,Teichoic acid ribitol-phosphate polymerase TarK,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_3767,,hypothetical protein,41,0,368,128,10.02444988,100,inf,1.21E-05,0.070848625,5.33E-05,1,1,0,1,1
group_2355,,"Na/Pi-cotransporter, putative",42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_2363,rbr,rubrerythrin,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3304,,Aminoglycoside N3'-acetyltransferase,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_523,,hypothetical protein,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3384,,Putative uncharacterized protein,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_824,,"alpha-2,3-sialyltransferase",42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_2351,,hypothetical protein,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_659,,adenylosuccinate lyase,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3727,,hypothetical protein,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3059,,hypothetical protein,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3063,,WbdK,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
rfbC_2,,"putative dTDP-4-dehydrorhamnose 3,5-epimerase",42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3102,fcl,GDP-L-fucose synthetase,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
ispD,,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3763,,"capsular biosynthesis nucleotidyltransferase, putative",42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3764,wcbK,"GDP-mannose 4,6-dehydratase",42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_3765,,GDP-fucose synthetase,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_544,,inner membrane metabolite transport protein YdfJ,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_764,,putative methyltransferase,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_920,,formyl transferase domain protein,42,0,367,128,10.26894866,100,inf,1.26E-05,0.073903028,5.48E-05,1,1,0,1,1
group_253,,hypothetical protein,178,84,231,44,43.5207824,34.375,0.403628118,1.26E-05,0.073960844,5.48E-05,1,1,1,1,1
group_436,,hypothetical protein,311,71,98,57,76.0391198,44.53125,2.547714861,1.78E-05,0.104408147,7.73E-05,1,1,1,1,1
potA,,ABC transporter ATP-binding protein,320,75,89,53,78.2396088,41.40625,2.54082397,1.97E-05,0.115417092,8.54E-05,1,1,1,1,1
group_2449,flgE2,flagellar hook subunit protein,39,0,370,128,9.535452323,100,inf,2.08E-05,0.121938146,9.01E-05,1,1,0,1,1
group_1223,hddC_2,Hypothetical protein,39,0,370,128,9.535452323,100,inf,2.08E-05,0.121938146,9.01E-05,1,1,0,1,1
group_4121,,hypothetical protein,40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
group_1403,,putative sugar transferase,40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
group_1563,,hypothetical protein,40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
group_1971,,hypothetical protein,40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
rfbC_1,,"putative dTDP-4-dehydrorhamnose 3,5-epimerase",40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
group_2477,,hypothetical protein,40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
group_3062,,Hypothetical protein,40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
maf-3_1,,motility accessory factor,40,0,369,128,9.7799511,100,inf,2.10E-05,0.122829092,9.02E-05,1,1,0,1,1
group_343,,Putative periplasmic protein,79,6,330,122,19.31540342,95.3125,4.867676768,2.32E-05,0.135788692,9.96E-05,1,1,1,1,1
group_219,flaA,Flagellin A,56,2,353,126,13.69193154,98.4375,9.994334278,2.54E-05,0.148619145,0.000108958,1,1,1,1,1
group_1094,,pentapeptide repeat family protein,97,56,312,72,23.71638142,56.25,0.399725275,2.76E-05,0.161700142,0.000118288,1,1,1,1,1
group_2938,,"DNA binding domain, excisionase family",97,56,312,72,23.71638142,56.25,0.399725275,2.76E-05,0.161700142,0.000118288,1,1,1,1,1
group_3412,,"site-specific recombinase, phage integrase family",97,56,312,72,23.71638142,56.25,0.399725275,2.76E-05,0.161700142,0.000118288,1,1,1,1,1
